,Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
293,Ivar Tollefsen,,,,,1.2,1.7,2.6,3.8,6.0,7.7
294,Ashwin Dani,1.3,2.4,2.2,2.7,3.3,3.9,4.2,6.3,7.7,7.0
295,Wang Laichun,1.1,1.3,1.5,1.7,2.9,2.0,5.1,10.7,9.5,7.3
296,Sergio Stevanato,,,,,,,,1.9,3.8,5.5
297,Richard Kinder,9.5,12.0,5.4,7.2,6.2,6.6,5.2,7.0,7.5,7.2
298,Stefano Pessina,10.4,12.1,13.4,13.9,11.8,12.4,10.2,9.7,10.3,8.3
299,Frederik Paulsen,5.0,4.9,6.0,6.8,7.3,7.1,5.8,7.7,7.7,7.1
300,Sandra Ortega Mera,6.1,6.3,6.4,6.7,6.9,6.1,5.5,7.3,5.8,6.9
301,Zheng Shuliang,,,,,,,2.9,8.6,9.4,8.4
302,David Geffen,6.1,6.9,6.5,7.3,8.0,7.8,7.6,9.5,10.0,7.7
303,Chen Jianhua,1.4,1.4,1.6,1.9,1.8,1.9,2.9,10.6,6.5,8.7
304,David Steward,,,,,,3.0,3.5,3.7,5.8,6.0
305,Hasmukh Chudgar,,1.2,1.8,2.4,3.0,3.6,3.5,5.5,6.8,7.6
306,Prajogo Pangestu,,,,1.8,2.9,3.5,3.5,6.5,5.6,5.3
307,Zhang Yong,,,,,,6.8,11.0,23.0,5.3,7.5
308,Leonard Stern,4.2,5.3,4.0,4.2,4.5,4.8,4.5,4.2,6.2,7.6
309,Philip Ng,,,,,,,,,,
310,Ralph Lauren,7.0,7.0,5.5,5.5,6.2,6.9,5.7,7.1,6.9,7.0
311,Paul Tudor Jones II,4.3,4.6,4.7,4.7,4.5,5.1,5.1,7.0,7.3,7.5
312,Judy Faulkner,3.1,2.8,2.4,2.4,3.5,3.6,2.5,6.0,7.0,7.1
313,Takahisa Takahara,,,,,,4.9,5.2,7.9,6.4,7.2
314,Jeff Greene,2.5,3.0,3.3,3.4,3.8,3.4,3.7,3.9,5.1,7.2
315,Alejandro Bailleres Gual,,,,,,,,,6.7,6.9
316,Rohiqa Cyrus Mistry,,,,,,,,,,
317,Shapoor Mistry,,,,,,,,,,
318,Eric Smidt,,,,2.0,2.4,2.7,3.0,4.7,5.5,9.2
319,Charles Butt,10.1,12.3,,,,,,,,7.5
320,Li Shuirong,1.0,1.8,2.6,3.4,4.7,4.9,2.5,2.2,10.3,7.8
321,Qi Shi,,2.8,3.3,2.3,1.7,2.7,3.9,10.4,9.9,7.8
322,Don Vultaggio,,,,,3.0,3.1,2.7,3.8,3.9,7.0
323,Xu Shihui,,,6.2,6.6,11.3,9.3,8.0,8.7,7.7,6.7
324,Robert Ng,,,,,,,,,,
325,Antony Ressler,,1.5,1.1,1.8,2.0,2.1,2.7,4.3,5.7,5.9
326,Arthur Dantchik,,,,,,,,,,
327,Ronda Stryker,3.4,3.7,3.6,4.4,5.1,5.8,4.3,6.5,6.8,6.9
328,Liang Wengen,4.3,4.9,3.5,3.8,4.6,3.9,6.1,14.1,7.8,7.1
329,Massimiliana Landini Aleotti,,10.4,10.1,9.5,7.9,7.4,6.6,9.1,5.4,6.7
330,John Reece,,,1.8,3.0,5.5,4.0,3.7,5.7,5.5,7.6
331,Richard White,,,,,1.6,2.4,1.1,3.0,4.6,5.5
332,Andrew Currie,,,1.8,3.0,5.5,4.0,3.7,5.7,5.4,7.6
333,Tamara Gustavson,3.4,4.3,5.0,5.0,4.4,4.6,4.5,5.6,8.5,7.1
334,Iskander Makhmudov,6.1,3.5,4.0,6.5,7.3,6.6,7.2,9.7,3.6,7.3
335,Denise Coates,1.6,2.5,3.8,3.6,5.0,6.5,4.5,6.5,5.3,6.8
336,Luis Carlos Sarmiento,14.2,13.4,8.9,11.0,12.1,10.8,9.0,11.0,9.9,6.4
337,Mat Ishbia,,,,,,,,9.7,4.9,5.4
338,Johann Graf,7.2,6.6,8.0,7.2,8.1,8.1,6.5,7.1,5.0,7.1
339,Pauline MacMillan Keinath,4.8,5.8,5.7,6.8,7.4,6.9,4.8,6.4,8.8,6.9
340,Don Hankey,1.6,2.3,2.3,2.5,2.7,3.1,3.1,3.2,5.5,7.2
341,Ma Jianrong,2.4,2.8,3.3,4.1,6.0,7.8,6.7,12.5,8.4,7.4
342,Li Xiang,,,,,,,,4.0,3.9,3.8
343,Wang Laisheng,1.1,1.3,1.5,1.7,2.9,2.0,5.0,10.8,9.8,6.8
344,Wee Cho Yaw,5.2,5.5,4.2,5.0,6.6,6.1,5.0,6.8,7.2,7.1
345,Guillaume Pousaz,,,,,,,,9.0,23.0,7.2
346,Nassef Sawiris,6.7,6.3,3.7,5.6,6.6,6.4,5.0,8.3,7.7,7.4
347,Terry Gou,5.4,6.1,5.6,7.5,8.5,6.3,5.5,7.0,6.9,7.2
348,Andre Esteves,3.1,2.9,1.6,1.8,2.4,3.0,2.9,4.5,5.8,4.7
349,Ken Langone,2.3,2.6,2.7,3.0,3.3,3.4,3.2,4.7,5.8,5.6
350,Anders Holch Povlsen,5.3,5.5,5.2,6.3,7.4,6.4,8.0,13.2,13.6,7.3
351,Dmitri Bukhman,,,,,,,3.1,7.9,8.1,7.0
352,Igor Bukhman,,,,,,,3.1,7.9,8.1,7.0
353,Randa Duncan Williams,6.3,6.1,4.1,5.7,5.5,5.9,3.6,6.0,6.6,6.8
354,Sri Prakash Lohia,3.5,4.7,4.2,5.4,7.0,7.3,4.3,6.5,6.3,7.4
355,Scott Duncan,6.3,6.2,4.1,5.7,5.5,5.9,3.6,6.0,6.6,6.8
356,Dannine Avara,6.3,6.2,4.1,5.7,5.5,5.9,3.6,6.0,6.6,6.8
357,Milane Frantz,6.3,6.2,4.1,5.7,5.5,5.9,3.6,6.0,6.6,6.8
358,Cao Renxian,,,,,,,,5.3,9.3,7.6
359,Law Kar Po,2.7,2.8,5.3,5.3,5.0,5.4,5.6,6.1,6.6,7.0
360,Zong Qinghou,11.6,10.3,6.2,7.2,9.5,8.4,8.3,8.8,8.8,7.2
361,J. Christopher Reyes,3.6,4.0,3.1,4.1,4.7,4.9,6.8,5.5,7.1,7.0
362,Jude Reyes,3.6,4.0,3.1,4.1,4.7,4.9,6.8,5.5,7.1,7.0
363,Ken Fisher,2.4,2.8,3.1,3.7,3.7,3.5,3.9,5.5,5.3,6.7
364,Edward Johnson IV,,,,,3.6,3.5,2.4,4.8,6.3,6.8
365,Liu Yonghao,3.2,4.7,4.1,4.6,4.9,5.7,12.3,12.1,9.1,7.7
366,Igor Olenicoff,2.9,3.6,3.5,3.7,4.2,4.0,3.9,4.5,4.7,6.9
367,Viktor Vekselberg,17.2,14.2,10.5,12.4,14.4,11.5,10.5,9.0,5.5,6.8
368,Edythe Broad,,,,,,,,,6.9,6.9
369,Philippe Laffont,,,,,,1.4,1.4,2.1,6.5,6.9
370,Sunil Mittal,,,,,,,,,,
371,Wu Jianshu,,,1.4,2.2,1.6,1.2,1.9,4.0,6.3,5.6
372,Simon Reuben,,,,,,7.5,6.8,7.7,7.0,6.5
373,David Reuben,11.5,13.7,14.4,15.3,15.5,7.5,6.8,7.7,7.0,6.5
374,Edward Roski Jr,3.4,4.0,3.8,5.0,5.4,5.4,3.1,5.5,5.6,6.7
375,Leo Koguan,,,,,,1.0,1.4,2.2,6.0,5.4
376,Agnete Kirk Thinggaard,,,,,5.4,4.7,6.1,8.7,8.2,6.7
377,Sofie Kirk Kristiansen,,,,,5.4,4.7,6.1,8.7,8.2,6.7
378,Thomas Kirk Kristiansen,,,,,5.4,4.7,6.1,8.7,8.2,6.7
379,Kjeld Kirk Kristiansen,10.2,9.7,13.1,21.1,5.4,4.7,6.1,8.7,8.2,6.7
380,David Siegel,,,3.1,4.8,4.9,6.1,6.1,6.5,6.5,6.8
381,John Overdeck,,,3.1,4.8,4.9,6.1,6.1,6.5,6.5,6.8
382,John A. Sobrato,4.5,4.7,5.8,6.4,6.4,6.5,4.3,6.0,5.8,6.7
383,Lin Shu-hong,1.6,1.6,1.4,2.0,1.9,3.9,3.6,4.8,7.2,7.8
384,Magdalena Martullo-Blocher,2.9,3.4,3.7,4.5,5.5,4.3,5.0,7.1,7.6,6.7
385,Rahel Blocher,2.9,3.5,3.7,4.6,5.5,4.2,4.9,7.1,7.6,6.6
386,Yuri Milner,1.8,3.2,2.8,3.5,3.7,3.6,3.8,4.8,7.3,6.8
387,Christopher Hohn,1.1,,1.7,2.1,3.0,3.1,5.0,5.9,7.9,6.7
388,Nadia Thiele,,,,,,,,,2.5,6.6
389,Micky Arison,6.5,7.1,7.1,8.1,9.7,8.9,5.1,6.7,6.9,5.5
390,Ding Shizhong,1.0,1.4,1.6,2.1,2.9,3.4,3.9,9.4,7.8,7.9
391,George Soros,23.0,24.2,24.9,25.2,8.0,8.3,8.3,8.6,8.6,6.7
392,Terrence Pegula,3.3,3.8,4.0,4.1,4.3,4.5,5.0,5.4,5.8,6.7
393,Luo Liguo,,,,,3.3,2.8,2.1,4.2,17.0,9.6
394,Michal Solowow,2.3,2.0,1.8,2.7,3.2,3.2,3.7,4.0,6.2,6.2
395,Alain Bouchard,1.8,2.5,2.7,3.3,3.3,3.7,3.1,4.2,5.0,6.0
396,Anthony Bamford,4.1,4.3,2.3,2.9,4.4,4.0,2.7,7.9,5.7,6.3
397,Bruce Kovner,4.8,5.0,5.3,5.5,5.2,5.2,5.3,6.6,6.2,6.6
398,Wolfgang Herz,4.5,4.5,3.8,4.4,5.4,4.5,4.8,5.1,4.0,6.1
399,Michael Herz,4.5,4.5,3.8,4.4,5.4,4.5,4.8,5.1,4.0,6.1
400,Radovan Vitek,1.4,1.8,1.9,2.4,2.9,3.5,4.0,4.8,5.8,6.5
401,Li Ping,,,,,,1.4,2.0,5.8,9.0,6.7
402,Josh Harris,2.9,2.7,2.2,2.7,3.5,3.5,4.0,5.0,5.8,5.8
403,Annette Lerner,,,,,,,,,,
404,Piero Ferrari,,,1.0,1.6,2.7,2.7,3.0,4.1,4.2,5.5
405,Douglas Leone,,2.2,2.4,2.9,3.5,3.7,3.5,5.8,6.9,5.3
406,Robert Rowling,4.9,5.4,4.9,6.2,5.8,5.3,2.5,3.9,4.5,5.6
407,Benu Gopal Bangur,1.6,4.1,3.5,5.2,6.0,5.2,5.9,8.7,6.7,7.3
408,Mangal Prabhat Lodha,1.6,3.4,2.3,2.0,3.7,2.8,1.8,1.3,4.7,4.4
409,Robert Faith,,,,,,,,,,
410,Michael Milken,2.5,2.5,2.5,3.6,3.7,3.6,3.7,3.7,3.8,6.0
411,Ernest Garcia II,,,,,2.2,3.2,2.4,15.9,8.6,3.0
412,David Bonderman,2.7,2.6,2.5,2.5,2.6,3.3,3.7,4.1,4.5,6.5
413,Murali Divi,1.5,1.9,2.0,1.6,2.3,3.4,3.5,6.8,8.1,4.9
414,Tsai Eng-meng,9.5,8.9,6.0,6.2,6.8,6.0,5.3,6.3,7.8,5.9
415,Ding Shijia,1.0,1.3,1.6,2.1,2.8,3.4,3.9,9.3,7.7,7.5
416,Dennis Washington,5.8,5.9,5.8,6.0,5.8,5.9,5.5,6.4,6.9,6.4
417,Alain Merieux,3.8,3.5,3.3,4.0,3.2,5.0,5.9,8.2,6.7,6.3
418,Xavier Niel,8.2,9.3,8.6,8.1,8.1,4.1,6.1,8.8,8.9,6.7
419,Stanley Druckenmiller,3.1,3.1,4.4,4.7,4.7,4.6,4.7,5.6,6.8,6.4
420,Dmitry Rybolovlev,8.8,8.5,7.7,7.3,6.8,6.8,6.6,6.7,6.6,6.4
421,Alexei Kuzmichev,8.8,7.3,6.7,7.2,7.6,7.5,6.5,7.8,6.0,6.4
422,Ludwig Merckle,8.6,4.6,5.1,5.7,6.7,4.8,3.4,7.0,5.8,5.5
423,John Grayken,,,6.3,6.6,6.6,6.9,7.4,7.6,6.5,6.3
424,Stephen Bisciotti,2.2,2.7,3.0,3.8,4.2,4.2,4.2,4.9,5.9,6.4
425,Maria Asuncion Aramburuzabala,5.2,5.6,5.5,5.8,5.9,5.6,5.6,5.8,6.2,6.2
426,Stef Wertheimer,5.3,5.6,5.6,5.6,5.7,5.7,6.2,6.2,6.2,6.3
427,Pankaj Patel,2.4,3.9,3.5,5.2,5.0,3.6,2.9,5.0,4.0,4.8
428,Charles Simonyi,1.3,1.4,1.6,2.0,2.5,2.9,3.5,5.0,5.8,5.2
429,Jin Baofang,,,,,,,,3.9,11.3,9.6
430,Michael Kadoorie,8.5,6.2,5.8,6.7,7.3,8.6,7.3,7.2,7.2,6.1
431,Neil Bluhm,2.5,3.0,3.4,3.2,3.2,4.0,3.7,5.7,5.5,6.0
432,Gary Rollins,,2.3,2.5,3.6,4.3,4.3,3.6,5.2,5.3,5.3
433,Gopikishan Damani,,,,,,,,6.5,7.8,6.0
434,Karen Pritzker,3.7,4.3,3.8,4.4,5.0,4.8,4.9,4.9,5.8,5.6
435,Joe Lewis,5.0,5.4,5.3,5.6,5.0,5.0,4.6,4.9,5.4,6.0
436,Tom Gores,2.9,3.2,3.3,3.3,3.9,4.0,5.7,5.7,6.0,6.1
437,John Brown,1.8,2.1,2.1,2.7,3.3,3.9,3.0,5.2,5.4,5.7
438,Rekha Jhunjhunwala,,,,,,,,,,
439,Rene Benko,,,,,,4.9,4.7,5.6,5.4,6.0
440,James Chambers,,,6.4,8.1,8.7,6.2,5.1,6.2,5.2,5.5
441,Katharine Rayner,,,6.4,8.1,8.7,6.2,5.1,6.2,5.2,5.5
442,Margaretta Taylor,,,6.4,8.1,8.7,6.2,5.1,6.2,5.2,5.5
443,Thomas Schmidheiny,5.5,5.5,3.2,4.7,5.0,4.4,3.4,4.8,4.9,5.7
444,Carl Bennet,2.0,2.6,2.3,2.5,4.1,3.1,3.0,7.1,8.3,6.4
445,Niels Peter Louis-Hansen,3.7,3.9,3.8,3.8,4.7,5.4,7.4,8.2,7.2,5.8
446,Frank Lowy,4.7,4.9,5.1,5.6,5.9,6.5,4.8,5.2,6.8,6.0
447,Alexander Abramov,3.8,4.5,3.6,4.5,5.2,6.2,5.5,7.6,5.5,6.0
448,Mahendra Choksi,,,,,,3.1,3.4,5.1,5.9,5.4
449,Les Wexner,5.7,7.7,7.1,6.4,6.1,4.6,4.0,6.1,5.8,6.0
450,Wang Yusuo,3.0,2.7,2.7,3.3,4.2,4.3,3.9,6.4,3.0,6.3
451,Frits Goldschmeding,4.9,4.1,3.9,4.4,5.2,4.2,3.6,6.0,5.7,6.2
452,Vinod Khosla,1.5,1.7,1.5,1.6,2.3,2.1,2.0,2.7,6.9,4.8
453,Vikram Lal,1.1,3.9,4.0,5.4,6.3,4.3,3.3,5.0,4.3,5.6
454,Arthur Irving,5.5,5.5,4.7,4.5,3.5,3.3,2.5,1.9,4.0,5.7
455,M.A. Yusuff Ali,1.8,2.5,4.2,4.5,5.0,4.7,3.5,4.8,5.4,5.3
456,Gustaf Douglas,4.0,4.2,4.7,3.3,3.8,3.8,3.9,7.0,8.2,6.2
457,Seo Jung-jin,1.0,1.2,1.9,2.2,11.9,8.1,6.1,14.2,7.0,5.6
458,Fred Smith,3.2,3.9,3.1,4.3,5.1,4.1,2.7,5.7,4.7,4.6
459,Patrick Soon-Shiong,10.0,12.2,11.9,8.6,7.8,7.0,6.4,7.5,7.3,5.8
460,Andreas Halvorsen,2.2,2.8,3.1,3.1,3.7,3.7,4.8,6.3,6.6,5.9
461,Chip Wilson,2.2,2.2,2.1,2.3,2.6,3.6,3.2,4.9,5.3,5.0
462,Sumet Jiaravanon,,,2.1,3.4,4.2,4.5,3.6,5.5,5.3,6.0
463,Mitchell Rales,3.8,4.0,3.4,4.5,3.5,3.6,3.7,6.2,5.8,5.5
464,Jaime Gilinski Bacal,2.9,3.1,3.1,3.5,3.7,3.6,3.4,3.8,4.2,3.6
465,Archie Aldis Emmerson,3.1,3.6,3.6,3.7,4.2,3.8,2.5,3.2,3.4,5.5
466,Alexandre Behring,,,,,,,4.3,7.0,5.1,5.2
467,Ty Warner,2.6,2.4,2.4,2.5,2.7,2.6,2.6,3.6,4.3,5.2
468,Jaran Chiaravanont,,,2.1,3.3,4.1,4.4,3.5,5.4,5.2,5.9
469,Zhong Huijuan,,,,,,1.6,14.6,19.7,8.1,7.6
470,Zhou Qunfei,,,5.9,7.4,7.8,3.0,6.9,15.4,7.1,6.1
471,Tahir,1.9,1.8,2.0,2.8,3.5,4.5,4.1,3.3,2.6,4.2
472,Rinat Akhmetov,12.5,6.7,2.3,4.6,5.5,6.0,2.4,7.6,4.2,5.7
473,Jorge Moll Filho,1.3,1.8,3.0,3.2,2.6,2.2,2.0,11.3,9.8,3.9
474,Daniel Ziff,4.8,4.9,4.8,4.8,4.8,4.8,5.0,5.0,5.0,5.7
475,Dirk Ziff,4.8,4.9,4.8,4.8,4.8,4.8,5.0,5.0,5.0,5.7
476,Robert Ziff,4.8,4.9,4.8,4.8,4.8,4.8,5.0,5.0,5.0,5.7
477,Clive Calder,2.5,2.5,4.5,4.5,4.7,4.9,5.2,5.5,5.7,5.7
478,Dan Friedkin,2.5,3.3,3.5,3.6,4.0,4.0,3.3,4.1,4.3,5.5
479,Ray Lee Hunt,5.6,5.6,5.3,4.8,4.9,4.7,4.4,4.2,6.5,5.6
480,Wolfgang Marguerre,3.4,2.8,6.1,5.2,5.9,5.1,5.5,9.1,5.2,5.5
481,Nathan Kirsh,3.7,3.9,3.7,3.9,4.3,4.9,2.7,4.7,5.3,6.5
482,Jonathan Gray,1.4,1.9,1.4,1.8,2.5,2.8,3.2,4.5,6.8,4.9
483,Maria Angelicoussis,,,,,,,,,,
484,Thomas Straumann,1.1,1.4,1.5,1.9,2.7,2.9,2.6,4.2,5.6,5.0
485,Abdulsamad Rabiu,1.2,1.0,1.1,,,1.6,2.9,4.9,6.9,8.2
486,Jean Salata,,,,1.4,1.6,1.9,2.3,2.4,2.9,5.5
487,James Irving,6.0,6.5,5.4,7.6,8.3,7.0,4.5,4.2,4.1,5.5
488,Yao Liangsong,,,,1.1,5.8,3.8,4.0,9.6,8.1,7.8
489,Teddy Sagi,2.5,3.3,3.3,3.1,3.4,3.8,4.5,5.2,5.6,5.6
490,Ruan Liping,,,,,,,5.7,7.5,5.8,6.2
491,Ruan Xueping,,,,,,,5.7,7.5,5.8,6.2
492,Lai Meisong,,,,2.9,3.1,3.7,5.3,7.3,4.7,5.6
493,Rudolf Maag,,1.2,1.4,2.3,3.4,3.0,2.9,4.5,5.3,4.9
494,Tom Golisano,2.1,2.4,2.5,3.0,3.2,3.5,3.2,4.2,5.4,4.9
495,Li Zhenguo,,,,,,,2.2,10.5,12.9,8.5
496,Pham Nhat Vuong,1.6,1.7,1.8,2.4,4.3,6.6,5.6,7.3,6.2,4.3
497,Paul Singer,1.5,1.9,2.2,2.7,2.9,3.2,3.5,4.3,4.3,5.5
498,Thomas Pritzker,2.9,3.2,2.7,3.2,4.1,4.1,3.1,4.5,5.0,5.3
499,John Collison,,,,1.1,1.0,2.1,3.2,3.2,9.5,5.5
500,Patrick Collison,,,,1.1,1.0,2.1,3.2,3.2,9.5,5.5
501,Patrizio Bertelli,6.0,4.1,2.3,3.2,3.2,2.8,2.2,4.6,4.0,5.4
502,Miuccia Prada,11.1,4.1,2.3,3.2,3.2,2.8,2.2,4.6,4.0,5.4
503,Erich Wesjohann,,,,,,,,6.8,5.6,5.3
504,Elizabeth Johnson,,,,,3.6,3.5,2.4,4.8,5.1,5.3
505,Liu Jincheng,,,,,1.0,,2.4,8.7,8.4,6.9
506,Marcos Galperin,,,,1.0,1.6,1.6,2.0,6.1,3.9,4.9
507,Wolfgang Reimann,3.3,4.0,4.4,3.7,4.4,3.7,4.7,3.8,5.8,5.4
508,Renate Reimann-Haas,3.3,4.0,4.4,3.7,4.4,3.7,4.7,3.8,5.8,5.4
509,Stefan Reimann-Andersen,3.3,4.0,4.4,3.7,4.4,3.7,4.7,3.8,5.8,5.4
510,Matthias Reimann-Andersen,3.3,4.0,4.4,3.7,4.4,3.7,4.7,3.8,5.8,5.4
511,Mark Walter,,1.9,2.2,2.5,2.8,3.1,2.7,4.7,4.3,5.3
512,Michel Leclercq,3.0,2.6,3.4,4.2,4.0,4.8,2.6,5.7,3.8,5.0
513,Fredrik Lundberg,3.4,3.7,3.8,4.1,4.7,3.9,4.7,6.7,6.0,5.7
514,Lin Muqin,,,,,,,,,5.4,6.2
515,Li Ge,,,,,2.0,3.5,5.0,10.1,8.8,5.6
516,Todd Boehly,,,,,,,,,4.5,5.3
517,Rick Caruso,,,3.5,3.8,3.9,4.0,3.4,4.2,4.3,5.3
518,Tomasz Biernacki,,,,,1.2,1.3,1.8,3.2,3.3,4.8
519,Bert Beveridge,,,,,2.5,4.0,3.2,4.6,4.5,4.6
520,Alexander Gerko,,,,,,,,,,
521,Thomas Hagen,,,,1.9,2.0,2.8,3.1,4.3,3.2,4.2
522,Lynda Resnick,,,,,,,,,,
523,Stewart Resnick,,,,,,,,,,
524,Bernard Broermann,2.8,2.7,4.3,3.3,4.7,4.9,2.7,5.0,4.2,4.8
525,Michael Moritz,2.8,2.6,2.6,3.2,4.0,3.3,3.4,5.7,5.9,4.2
526,Mark Scheinberg,,4.1,4.1,4.5,4.8,4.5,4.9,4.9,5.3,5.2
527,Robert Rich Jr,3.0,3.2,3.5,4.0,5.2,4.8,4.4,4.6,4.9,5.2
528,Marc Rowan,2.9,2.5,2.2,2.7,3.2,3.0,3.2,4.0,4.8,4.5
529,Hong Ra-hee,1.4,1.4,1.0,1.8,,,,4.1,6.3,4.7
530,Helmut Sohmen,2.6,2.1,2.3,1.8,1.3,2.5,1.9,2.6,3.9,5.7
531,Martin Haefner,2.2,2.7,2.2,2.7,3.0,3.5,3.2,4.1,4.7,5.0
532,Michael Ashley,5.5,4.9,3.5,2.6,3.6,2.9,2.5,2.4,4.5,4.8
533,Zhang Tao,,,,,1.5,1.5,2.8,12.5,5.0,4.9
534,Denise York,1.2,,1.9,2.4,2.5,2.5,3.2,3.5,4.0,5.1
535,Yi Zheng,,1.3,2.0,1.9,1.4,1.3,3.1,3.9,3.1,3.4
536,Romesh T. Wadhwani,2.2,2.5,2.8,3.0,3.1,3.3,3.4,3.5,4.2,5.1
537,Tony Tamer,,,,,,,4.0,4.5,4.6,5.1
538,Sami Mnaymneh,,,,,,,4.0,4.5,4.6,5.1
539,Mark Cuban,2.6,3.0,3.2,3.4,3.7,4.1,4.3,4.4,4.7,4.6
540,Tobi Lutke,,,,,1.2,1.6,3.0,9.8,5.0,4.0
541,Charles B. Johnson,7.5,6.6,4.6,5.8,5.6,5.0,4.2,4.9,5.1,5.1
542,Dona Bertarelli,,4.6,4.5,4.4,4.6,4.7,4.3,4.7,4.8,5.0
543,Robert Bass,2.8,2.7,2.8,4.0,4.9,4.9,4.5,5.1,5.1,5.0
544,Murat Ulker,3.7,4.4,2.9,3.7,4.8,3.7,4.3,6.3,4.7,5.0
545,Cai Kui,2.3,2.1,2.0,2.7,4.6,5.6,6.9,10.4,8.7,5.9
546,Michael Pieper,2.9,3.3,3.8,4.2,4.1,3.3,2.6,4.7,5.1,5.4
547,Viktor Kharitonin,,,1.0,1.2,1.4,1.2,2.3,3.4,1.4,5.0
548,Kwon Hyuk-bin,,2.0,3.7,4.9,5.8,4.1,2.9,6.7,6.8,5.1
549,Pierre Chen,,2.0,1.9,2.0,2.7,3.0,2.9,5.1,4.7,5.5
550,Rafael Del Pino,3.4,2.2,3.0,2.8,3.4,3.6,3.0,3.9,4.1,4.4
551,Ron Baron,2.0,2.1,2.0,2.2,2.2,2.2,2.3,4.5,4.5,5.0
552,Ananda Krishnan,11.3,9.7,7.4,6.5,7.2,6.2,4.7,5.8,5.7,5.2
553,Mark Stevens,1.5,1.7,1.8,2.1,2.5,2.4,2.5,3.7,4.5,3.9
554,Janice McNair,,,,,,3.8,4.0,4.1,4.2,5.0
555,Juan Domingo Beckmann Legorreta,,,,,,,,,4.1,4.5
556,Maria Fernanda Amorim,,,,,5.1,4.8,3.8,4.7,4.7,4.7
557,Robert Hale Jr,,,,,,,,,3.2,5.0
558,Dagmar Dolby,2.7,3.2,3.0,3.5,4.0,4.1,3.6,5.5,4.6,4.9
559,Bidzina Ivanishvili,5.2,5.2,4.8,4.5,4.6,4.9,4.8,4.8,4.8,4.9
560,Jian Jun,,,,,,,,5.6,5.9,6.4
561,S. Curtis Johnson,3.0,3.1,3.3,3.8,3.7,3.8,3.3,3.6,3.3,4.8
562,Winifred J. Marquart,3.0,3.1,3.3,3.8,3.7,3.8,3.3,3.6,3.3,4.8
563,Helen Johnson-Leipold,3.0,3.1,3.3,3.8,3.7,3.8,3.3,3.6,3.3,4.8
564,Odd Reitan,3.8,5.2,4.2,5.3,6.6,6.1,4.1,6.1,5.7,4.5
565,H. Fisk Johnson,3.0,3.1,3.3,3.8,3.7,3.8,3.3,3.5,3.3,4.8
566,Thomas Secunda,1.7,1.8,2.0,2.4,2.6,2.8,3.0,3.5,4.1,4.7
567,Jim Davis,3.4,3.6,4.9,5.1,5.3,5.6,4.7,6.9,5.4,4.9
568,Jim Davis,,1.1,1.2,2.5,2.8,2.8,2.6,3.4,4.3,4.4
569,Dan Snyder,1.2,1.7,2.1,2.2,2.3,2.2,2.6,2.6,4.0,4.9
570,Kjell Inge Rokke,2.5,1.9,1.6,2.9,3.5,4.3,1.7,5.5,5.4,5.1
571,Scott Cook,1.6,1.9,1.9,2.3,3.2,3.5,2.9,4.2,4.7,4.1
572,Kelcy Warren,4.4,6.2,1.7,4.5,4.1,4.1,2.2,3.4,4.0,4.9
573,Joe Mansueto,2.2,2.2,2.1,2.2,2.5,3.3,2.8,5.2,5.7,4.4
574,Johnelle Hunt,2.1,2.3,2.1,2.7,3.0,2.8,2.5,3.9,4.7,4.3
575,George Lucas,4.9,5.0,4.5,5.3,5.2,5.4,4.6,7.4,6.1,5.0
576,Peter Thiel,2.2,2.2,2.7,2.7,2.5,2.5,2.3,4.9,5.0,4.2
577,Chairul Tanjung,4.0,4.3,4.9,4.6,3.5,3.7,3.1,4.8,8.3,4.9
578,Dietmar Hopp,7.0,7.2,7.9,9.0,10.2,13.4,13.0,10.1,5.3,4.5
579,Hansjoerg Wyss,10.5,6.1,6.1,5.5,5.7,5.9,5.5,6.0,5.0,5.1
580,Alexandra Schoerghuber,2.8,2.4,2.8,3.5,4.7,4.7,3.6,5.5,4.9,5.0
581,Thai Lee,,,,1.6,1.6,2.1,3.0,3.2,4.1,4.8
582,Luca Garavoglia,,,,1.5,2.5,3.2,2.5,4.2,3.8,4.1
583,Ronald Wanek,1.8,2.0,1.5,2.0,2.1,1.8,2.0,6.0,5.5,5.3
584,Mark Meijer,,,,,,,,,,
585,Doug Meijer,,,,,,,,,,
586,Hank Meijer,,,,,,,,,,
587,Jimmy Haslam,1.5,2.8,2.3,3.6,3.4,2.7,2.7,3.0,3.8,4.8
588,Carlo Fidani,2.0,1.9,1.9,2.0,2.4,2.3,2.1,3.2,4.2,4.7
589,Mark Shoen,3.8,4.6,4.6,2.9,3.2,3.2,2.9,3.9,4.7,4.9
590,Arturo Moreno,1.3,1.5,1.8,2.1,2.5,3.0,3.3,3.4,3.6,4.1
591,Danielle Bellon,,,,,,,,,3.6,4.1
592,Rahul Bhatia,,,,,,,,,,
593,Horst Julius Pudwill,1.0,1.3,1.4,1.6,2.5,2.6,2.7,6.5,6.9,4.8
594,Gayle Benson,,,,,,2.9,3.2,3.4,3.8,4.7
595,Lin Li,1.4,1.7,1.6,1.9,2.3,3.9,5.2,4.9,6.1,4.2
596,Maximilian Viessmann,,,,,,,2.3,3.9,5.0,4.6
597,Jim Kavanaugh,,,,,,1.9,2.2,2.3,3.4,3.7
598,Rakesh Gangwal,,,1.9,2.1,3.3,2.9,2.4,3.9,4.0,3.8
