,name,Wealth_History,personal_data
2216,Hal Steinbrenner,,"Age54Source of WealthSportsResidenceTampa, FloridaCitizenshipUnited StatesMarital StatusMarriedChildren1EducationMasters in Finance, University of Florida; Bachelor of Science, Williams College"
2217,Mark Pincus,"[{""percent"":100,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2012""},{""percent"":61.111111111111114,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":55.55555555555556,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":66.66666666666666,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":83.33333333333334,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":66.66666666666666,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":66.66666666666666,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":83.33333333333334,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":77.77777777777779,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":66.66666666666666,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age57Source of WealthOnline games, Self MadeResidenceSan Francisco, CaliforniaCitizenshipUnited StatesMarital StatusDivorcedChildren3EducationMaster of Business Administration, Harvard University; Bachelor of Arts/Science, University of Pennsylvania"
2218,Sachin Bansal,"[{""percent"":92.3076923076923,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""February 2016""},{""percent"":76.92307692307693,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":92.3076923076923,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":92.3076923076923,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age42Source of WealthFlipkart, Self MadeResidenceBangalore, IndiaCitizenshipIndiaMarital StatusMarriedChildren1EducationBachelor of Science in Engineering, Indian Institute of Technology"
2219,Seth Klarman,"[{""percent"":83.33333333333334,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":86.66666666666667,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":86.66666666666667,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age66Source of WealthInvestments, Self MadeResidenceChestnut Hill, MassachusettsCitizenshipUnited StatesMarital StatusMarriedEducationBachelor of Arts/Science, Cornell University; Master of Business Administration, Harvard University"
2220,Alan Miller & family,"[{""percent"":86.66666666666667,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":80,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age85Source of WealthHealthcare services, Self MadeResidenceLower Merion, PennsylvaniaCitizenshipUnited StatesMarital StatusMarriedChildren3EducationBachelor of Arts/Economics, College of William & Mary; Master of Business Administration, The Wharton School of the University of Pennsylvania"
2221,Rajesh Sharma,,"Age53Source of WealthFinanceResidenceMumbai, IndiaCitizenshipIndiaMarital StatusMarriedChildren3EducationChartered Accountant, Institute of Chartered Accountants of India"
2222,Mike Speiser,"[{""percent"":100,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":83.33333333333334,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age52Source of WealthSoftware, Self MadeResidenceLondon, United KingdomCitizenshipUnited StatesMarital StatusSingleEducationMaster of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Arizona"
2223,John Van Lieshout,"[{""percent"":66.66666666666666,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":66.66666666666666,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":80,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":80,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":93.33333333333333,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":80,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":93.33333333333333,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":86.66666666666667,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age77Source of WealthReal estate, Self MadeResidenceBrisbane, AustraliaCitizenshipAustraliaMarital StatusMarriedChildren3EducationDiploma, High School"
2224,Wang Junmin,"[{""percent"":61.76470588235294,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":100,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":88.23529411764706,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":58.82352941176471,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":58.82352941176471,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":76.47058823529412,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":70.58823529411765,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":88.23529411764706,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age54Source of WealthPharmaceuticals, Self MadeResidenceChengdu, ChinaCitizenshipChinaMarital StatusMarried"
2225,Robert Toennies,"[{""percent"":56.666666666666664,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":53.333333333333336,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":66.66666666666666,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":56.666666666666664,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":60,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":56.666666666666664,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":60,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":43.333333333333336,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age45Source of WealthMeat processingResidenceRheda-Wiedenbrück, GermanyCitizenshipGermany"
2226,Clemens Toennies,"[{""percent"":62.857142857142854,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":57.14285714285714,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":68.57142857142857,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$3.5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":48.57142857142857,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":51.42857142857142,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":45.714285714285715,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":45.714285714285715,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":37.142857142857146,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age67Source of WealthMeat processing, Self MadeResidenceRheda-Wiedenbrück, GermanyCitizenshipGermany"
2227,Martin Moller Nielsen,"[{""percent"":76.19047619047619,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":71.42857142857143,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$2.1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":76.19047619047619,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":71.42857142857143,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":61.904761904761905,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":61.904761904761905,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":61.904761904761905,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age59Source of WealthAircraft leasing, Self MadeResidenceLugano, SwitzerlandCitizenshipDenmarkMarital StatusSingle"
2228,Scott Lin,"[{""percent"":57.692307692307686,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":50,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":100,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":84.61538461538461,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":84.61538461538461,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":84.61538461538461,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":84.61538461538461,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":53.84615384615385,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":57.692307692307686,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age90Source of WealthOptical components, Self MadeResidenceTaichung, TaiwanCitizenshipTaiwanMarital StatusMarriedChildren2EducationBachelor of Arts/Science, National Chung Hsing University"
2229,Richard Chang,"[{""percent"":58.82352941176471,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":73.52941176470588,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":64.70588235294117,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":58.82352941176471,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":100,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":82.35294117647058,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":76.47058823529412,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age76Source of WealthReal estate, electronics, Self MadeResidenceTaipei, TaiwanCitizenshipTaiwan"
2230,Yuequn Tao,"[{""percent"":37.03703703703704,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":66.66666666666666,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":55.55555555555556,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age63Source of WealthContact Lens, Self MadeResidenceHefei, ChinaCitizenshipChina"
2231,Kazuo Okada,"[{""percent"":45,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":41.66666666666667,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":36.666666666666664,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":80,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":66.66666666666666,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":43.333333333333336,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":60,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":53.333333333333336,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":43.333333333333336,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age80Source of Wealthcasinos, Self MadeResidenceTokyo, JapanCitizenshipJapanMarital StatusMarriedChildren3"
2232,Pawan Munjal,,"Age68Source of WealthTwo wheelersResidenceDelhi, IndiaCitizenshipIndiaMarital StatusMarriedChildren3"
2233,Neide Helena de Moraes,"[{""percent"":80.76923076923077,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":92.3076923076923,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age68Source of WealthDiversifiedResidenceSao Paulo, BrazilCitizenshipBrazilMarital StatusMarriedChildren2EducationBachelor of Arts/Science, Universidade Presbiteriana Mackenzie"
2234,Jose Roberto Ermirio de Moraes,"[{""percent"":80.76923076923077,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":92.3076923076923,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age65Source of WealthDiversifiedResidenceSao Paulo, BrazilCitizenshipBrazilMarital StatusMarriedChildren3"
2235,Jose Ermirio de Moraes Neto,"[{""percent"":80.76923076923077,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":92.3076923076923,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age71Source of WealthDiversifiedResidenceSao Paulo, BrazilCitizenshipBrazilMarital StatusMarriedChildren3EducationMaster of Business Administration, Fundacao Getulio Vargas"
2236,Kiki Barki,"[{""percent"":100,""worth"":""$2B"",""name"":""Billionaires"",""date"":""March 2011""},{""percent"":85,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2012""},{""percent"":60,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":95,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":65,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age83Source of WealthCoal, Self MadeResidenceJakarta, IndonesiaCitizenshipIndonesiaMarital StatusMarriedChildren4EducationBachelor of Science in Engineering, Beijing University"
2237,Konstantin Strukov & family,"[{""percent"":60.71428571428571,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":67.85714285714286,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":71.42857142857143,""worth"":""$2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$2.8B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":46.42857142857143,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age64Source of WealthGold, coal mining, Self MadeResidenceChelyabinsk, RussiaCitizenshipRussiaMarital StatusMarriedChildren2EducationMaster of Science, Magnitogorsk Mining and Metallurgical Institute"
2238,George Pedersen & family,"[{""percent"":76.92307692307693,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":92.3076923076923,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age87Source of WealthDefense contractor, Self MadeResidenceMcLean, VirginiaCitizenshipUnited StatesMarital StatusMarriedChildren3"
2239,Zhao Tongtong,"[{""percent"":84.61538461538461,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age56Source of WealthHotels, Self MadeResidenceHong Kong, Hong KongCitizenshipCanadaEducationMaster of Business Administration, McGill Univeristy"
2240,Li Jinyang,"[{""percent"":100,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":93.33333333333333,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2023""}]","Source of WealthMiningResidenceChifeng, ChinaCitizenshipChinaMarital StatusWidowed"
2241,Aydin Dogan,"[{""percent"":76.92307692307693,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2010""},{""percent"":76.92307692307693,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2011""},{""percent"":84.61538461538461,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2012""},{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":84.61538461538461,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":76.92307692307693,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":76.92307692307693,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":92.3076923076923,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":84.61538461538461,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age87Source of WealthMedia, Self MadeResidenceIstanbul, TurkeyCitizenshipTurkeyMarital StatusMarriedChildren4"
2242,Joseph Bae,,"Age51Source of WealthPrivate equity, Self MadeResidenceNew York, New YorkCitizenshipUnited StatesMarital StatusMarriedEducationBachelor of Arts/Economics, Harvard University"
2243,Yasseen Mansour,"[{""percent"":78.26086956521739,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":100,""worth"":""$2.3B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":60.86956521739131,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":78.26086956521739,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":82.6086956521739,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":65.21739130434783,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":95.65217391304348,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":47.82608695652174,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":47.82608695652174,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":56.52173913043478,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age62Source of WealthDiversified, Self MadeResidenceCairo, EgyptCitizenshipEgyptMarital StatusMarriedChildren4EducationBachelor of Arts/Science, George Washington University"
2244,Liu Gexin & family,"[{""percent"":100,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2011""},{""percent"":100,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":75,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":78.57142857142857,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":92.85714285714286,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age72Source of WealthPharmaceuticals, Self MadeResidenceChengdu, ChinaCitizenshipChinaMarital StatusMarriedChildren1EducationMedical Doctor, Chongqing Universtiy"
2245,Lu Zhongfang,"[{""percent"":25.6,""worth"":""$3.2B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":65.60000000000001,""worth"":""$8.2B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$12.5B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":20.8,""worth"":""$2.6B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":12,""worth"":""$1.5B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age80Source of WealthEducation, Self MadeResidenceTonghua, ChinaCitizenshipChina"
2246,Fengluan Li,"[{""percent"":84.61538461538461,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":92.3076923076923,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":100,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age61Source of WealthSteel, diversified, Self MadeResidenceRuzhou, ChinaCitizenshipChinaMarital StatusMarriedEducationAssociate in Arts/Science, Henan Normal University; EMBA, Peking University"
2247,Carmen Daurella Aguilera,"[{""percent"":90.9090909090909,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Source of WealthCoca-Cola bottlerResidenceBarcelona, SpainCitizenshipSpainMarital StatusSeparated"
2248,John Oyler,"[{""percent"":100,""worth"":""$1.8B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":61.111111111111114,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":72.22222222222221,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age55Source of WealthBiotech, Self MadeResidenceNevadaCitizenshipUnited StatesMarital StatusMarriedEducationBachelor of Arts/Science, Massachusetts Institute of Technology; Master of Business Administration, Stanford Graduate School of Business"
2249,Seifeddin Rustamov,,"Age61Source of WealthChemicals, Self MadeResidenceVirginiaCitizenshipRussiaMarital StatusMarriedChildren3"
2250,Joop van den Ende,"[{""percent"":76.47058823529412,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2011""},{""percent"":76.47058823529412,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2012""},{""percent"":94.11764705882352,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":100,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":94.11764705882352,""worth"":""$1.6B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":58.82352941176471,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":64.70588235294117,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":76.47058823529412,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":76.47058823529412,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":70.58823529411765,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age81Source of WealthTV shows, Self MadeResidenceBaarn, NetherlandsCitizenshipNetherlandsMarital StatusMarriedChildren2"
2251,Nguyen Dang Quang,"[{""percent"":68.42105263157895,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":63.1578947368421,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.9B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":68.42105263157895,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age59Source of WealthConsumer products, banking, Self MadeResidenceHo Chi Minh City, VietnamCitizenshipVietnamMarital StatusMarriedChildren3"
2252,Tony Tan Caktiong,"[{""percent"":42.5,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""March 2014""},{""percent"":67.5,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""March 2015""},{""percent"":75,""worth"":""$3B"",""name"":""Billionaires"",""date"":""March 2016""},{""percent"":85,""worth"":""$3.4B"",""name"":""Billionaires"",""date"":""March 2017""},{""percent"":100,""worth"":""$4B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":97.5,""worth"":""$3.9B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":42.5,""worth"":""$1.7B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":60,""worth"":""$2.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":32.5,""worth"":""$1.3B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":30,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age70Source of WealthFood, Self MadeResidenceManila, PhilippinesCitizenshipPhilippinesMarital StatusMarriedChildren3"
2253,Drorit Wertheim,"[{""percent"":100,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age67Source of WealthCoca Cola IsraelResidenceBnei Atarot, IsraelCitizenshipIsraelMarital StatusDivorcedChildren2"
2254,Wenbo Xiang,"[{""percent"":50,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2011""},{""percent"":50,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""March 2012""},{""percent"":45.45454545454545,""worth"":""$1B"",""name"":""Billionaires"",""date"":""March 2013""},{""percent"":50,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2020""},{""percent"":100,""worth"":""$2.2B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":63.63636363636363,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":54.54545454545454,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Age61Source of WealthManufacturing, Self MadeResidenceChangsha, ChinaCitizenshipChinaMarital StatusMarriedChildren1EducationMaster of Science, Dalian University of Technology"
2255,Gabriella Meister,"[{""percent"":98.0392156862745,""worth"":""$5B"",""name"":""Billionaires"",""date"":""March 2018""},{""percent"":100,""worth"":""$5.1B"",""name"":""Billionaires"",""date"":""March 2019""},{""percent"":52.94117647058824,""worth"":""$2.7B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":21.568627450980394,""worth"":""$1.1B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":19.607843137254903,""worth"":""$1B"",""name"":""Billionaires"",""date"":""April 2023""}]","Source of WealthAppliancesResidenceLandsberg am Lech, GermanyCitizenshipGermanyMarital StatusWidowedChildren1"
2256,Christine Knauf,"[{""percent"":100,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2021""},{""percent"":100,""worth"":""$1.4B"",""name"":""Billionaires"",""date"":""April 2022""},{""percent"":85.71428571428571,""worth"":""$1.2B"",""name"":""Billionaires"",""date"":""April 2023""}]","Source of WealthBuilding materialsResidenceBerlin, GermanyCitizenshipGermany"
